website,symbol,name,time
https://seekingalpha.com/article/4289586-oxford-biomedica-plc-oxbdf-ceo-john-dawson-q2-2019-results-earnings-call-transcript?part=single,OTCPK:OXBDF,Oxford BioMedica plc (,") Q2 2019 Earnings Conference Call September  4, 2019  8:00 AM ET"
https://seekingalpha.com/article/4289587-oneok-inc-oke-presents-barclays-ceo-energy-power-conference-transcript?part=single,OKE,"ONEOK, Inc. (NYSE:",") Barclays CEO Energy-Power Conference Call September  4, 2019  9:00 AM ET"
https://seekingalpha.com/article/4289594-halliburton-company-hal-ceo-jeff-miller-presents-2019-barclays-ceo-energy-power-brokers?part=single,HAL,"Call Start: 9:05 January  1, 0000  9:41 AM ET",Halliburton Company (NYSE:
https://seekingalpha.com/article/4288841-dell-technologies-inc-dell-q2-2020-results-earnings-call-transcript?part=single,DELL,Dell Technologies Inc. (NYSE:,") Q2 2020 Earnings Conference Call August 29, 2019  5:00 PM ET"
https://seekingalpha.com/article/4288937-fang-holdings-limited-sfun-ceo-jian-liu-q2-2019-earnings-call-transcript?part=single,SFUN,Fang Holdings Limited (NYSE:,") Q2 2019 Results Earnings Conference Call August 29, 2019  8:00 AM ET"
https://seekingalpha.com/article/4288957-jinkosolar-holding-co-ltd-jks-ceo-chen-kangping-q2-2019-results-earnings-call-transcript?part=single,JKS,"JinkoSolar Holding Co., Ltd. (NYSE:",") Q2 2019 Earnings Conference Call August 30, 2019  8:00 AM ET"
https://seekingalpha.com/article/4288972-big-lots-inc-big-ceo-bruce-thorn-q2-2019-results-earnings-call-transcript?part=single,BIG,"Big Lots, Inc. (NYSE:",") Q2 2019 Earnings Conference Call August 30, 2019  8:00 AM ET"
https://seekingalpha.com/article/4288981-campbell-soup-company-cpb-ceo-mark-clouse-q4-2019-results-earnings-call-transcript?part=single,CPB,Campbell Soup Company (NYSE:,") Q4 2019 Results Conference Call August 30, 2019  8:30 AM ET"
https://seekingalpha.com/article/4288997-national-bank-greece-s-nbgif-ceo-pavlos-mylonas-q2-2019-results-earnings-call-transcript?part=single,OTCPK:NBGIF,National Bank of Greece S.A. (,") Q2 2019 Earnings Conference Call August 29, 2019 11:00 AM ET"
https://seekingalpha.com/article/4289005-yintech-investment-holdings-limited-yin-ceo-wenbin-chen-q2-2019-results-earnings-call?part=single,YIN,Yintech Investment Holdings Limited (NASDAQ:,") Q2 2019 Earnings Conference Call August 30, 2019  8:00 AM ET"
https://seekingalpha.com/article/4289037-eurobank-ergasias-s-egfey-ceo-fokion-karavias-q2-2019-results-earnings-call-transcript?part=single,OTCPK:EGFEY,Eurobank Ergasias S.A. (,") Q2 2019 Earnings Conference Call August 30, 2019 11:00 AM ET"
https://seekingalpha.com/article/4289427-4front-ventures-corp-cnxxf-ceo-josh-rosen-q2-2019-results-earnings-call-transcript?part=single,OTCQX:CNXXF,"Call Start: 12:00 January  1, 0000 12:34 PM ET",4Front Ventures Corp. (
https://seekingalpha.com/article/4289435-zai-lab-limited-zlab-ceo-ying-du-q2-2019-results-earnings-call-transcript?part=single,ZLAB,Zai Lab Limited (NASDAQ:,") Q2 2019 Earnings Conference Call September  3, 2019  8:30 AM ET"
https://seekingalpha.com/article/4289448-egain-corporation-egan-ceo-ashu-roy-q4-2019-results-earnings-call-transcript?part=single,EGAN,eGain Corporation (NASDAQ:,") Q4 2019 Results Conference Call September  3, 2019  5:00 PM ET"
https://seekingalpha.com/article/4289461-coupa-software-incorporateds-coup-ceo-rob-bernshteyn-q2-2020-results-earnings-call-transcript?part=single,COUP,Coupa Software Incorporated. (NASDAQ:,") Q2 2020 Results Earnings Conference Call September  3, 2019  5:00 PM ET"
https://seekingalpha.com/article/4289469-healthequity-inc-hqy-ceo-jon-kessler-q2-2020-results-earnings-call-transcript?part=single,HQY,"HealthEquity, Inc. (NASDAQ:",") Q2 2020 Earnings Conference Call September  3, 2019  5:00 PM ET"
https://seekingalpha.com/article/4289541-marathon-oil-corporations-mro-ceo-lee-tillman-presents-barclays-ceo-energy-power-conference?part=single,MRO,Marathon Oil Corporation (NYSE:,") Barclays CEO Energy-Power Conference September  4, 2019  7:45 AM ET"
https://seekingalpha.com/article/4289561-union-pacific-corporation-unp-management-presents-cowen-12th-annual-global-transportation?part=single,UNP,Union Pacific Corporation (NYSE:,") Cowen 12th Annual Global Transportation Conference September  4, 2019  8:00 AM ET"
https://seekingalpha.com/article/4289598-starbucks-corporation-sbux-management-presents-goldman-sachs-26th-annual-global-retailing?part=single,SBUX,Starbucks Corporation (NASDAQ:,") Goldman Sachs 26th Annual Global Retailing Conference September  4, 2019  8:05 AM ET"
https://seekingalpha.com/article/4289606-metlife-inc-met-keefe-bruyette-and-woods-2019-insurance-conference-transcript?part=single,MET,"MetLife, Inc. (NYSE:",") Keefe, Bruyette & Woods 2019 Insurance Conference. September  4, 2019  8:40 AM ET"
https://seekingalpha.com/article/4289623-safe-bulkers-inc-sb-ceo-polys-hajioannou-q2-2019-earnings-call-transcript?part=single,SB,"Safe Bulkers, Inc. (NYSE:",") Q2 2019 Results Earnings Conference Call September  4, 2019  8:30 AM ET"
https://seekingalpha.com/article/4289630-general-mills-inc-gis-presents-2019-barclays-global-consumer-staples-conference-transcript?part=single,GIS,"Start Time: 09:00 January  1, 0000  9:34 AM ET","General Mills, Inc. (NYSE:"
https://seekingalpha.com/article/4289632-vera-bradley-inc-vra-ceo-robert-wallstrom-q2-2020-earnings-call-transcript?part=single,VRA,"Vera Bradley, Inc. (NASDAQ:",") Q2 2020 Results Earnings Conference Call September  4, 2019  9:30 AM ET"
https://seekingalpha.com/article/4289636-american-eagle-outfitters-inc-aeo-ceo-jay-schottenstein-q2-2019-results-earnings-call?part=single,AEO,"American Eagle Outfitters, Inc. (NYSE:",") Q2 2019 Earnings Conference Call September  4, 2019  9:00 AM ET"
https://seekingalpha.com/article/4289640-hp-inc-hpq-presents-citi-2019-global-technology-conference-transcript?part=single,HPQ,HP Inc. (NYSE:,") Citi 2019 Global Technology Conference Call September  4, 2019 10:15 AM ET"
https://seekingalpha.com/article/4289645-williams-companies-wmb-ceo-alan-armstrong-barclays-ceo-energy-power-conference-2019?part=single,WMB,"The Williams Companies, Inc. (NYSE:",") Barclays CEO Energy-Power Conference 2019 September  4, 2019  9:45 AM ET"
https://seekingalpha.com/article/4289646-walmart-inc-wmt-management-presents-barclays-2019-global-consumer-staples-conference?part=single,WMT,Walmart Inc. (NYSE:,") Barclays 2019 Global Consumer Staples Conference September  4, 2019 10:30 AM ET"
https://seekingalpha.com/article/4289652-twitter-inc-twtr-presents-citi-2019-global-technology-conference-transcript?part=single,TWTR,Twitter Inc (NYSE:,")  Citi 2019 Global Technology Conference Call September  4, 2019 11:00 AM ET"
https://seekingalpha.com/article/4289681-applied-materials-inc-amat-presents-citi-2019-global-technology-conference-transcript?part=single,AMAT,"Applied Materials, Inc. (NASDAQ:",") Citi 2019 Global Technology Conference Call September  4, 2019  1:25 PM ET"
https://seekingalpha.com/article/4289686-whiting-petroleum-corporation-wll-presents-barclays-ceo-energy-power-conference-transcript?part=single,WLL,Whiting Petroleum Corporation (NYSE:,") Barclays CEO Energy - Power Conference September  4, 2019  3:05 PM ET"
https://seekingalpha.com/article/4289736-mondelez-international-inc-mdlz-ceo-dirk-van-de-put-presents-barclays-global-consumer-staples?part=single,MDLZ,"Mondelez International, Inc. (NASDAQ:",") Barclays Global Consumer Staples Conference Call September  4, 2019  9:45 AM ET"
https://seekingalpha.com/article/4289748-slack-technologies-inc-work-ceo-daniel-butterfield-q2-2020-results-earnings-call-transcript?part=single,WORK,"Slack Technologies, Inc. (NYSE:",") Q2 2020 Earnings Conference Call September  4, 2019  5:00 PM ET"
https://seekingalpha.com/article/4289847-secureworks-corp-s-scwx-ceo-michael-cote-q2-2020-results-earnings-call-transcript?part=single,SCWX,SecureWorks Corp. (NASDAQ:,") Q2 2020 Results Earnings Conference Call September  5, 2019  8:00 AM ET"
https://seekingalpha.com/article/4289869-mitcham-industries-inc-mind-q2-2020-results-earnings-call-transcript?part=single,MIND,"Mitcham Industries, Inc. (NASDAQ:",") Q2 2020 Earnings Conference Call September  5, 2019  9:00 AM ET"
https://seekingalpha.com/article/4289870-bitauto-holdings-limited-bita-ceo-andy-xuan-zhang-q2-2019-results-earnings-call-transcript?part=single,BITA,Bitauto Holdings Limited (NYSE:,") Q2 2019 Results Earnings Conference Call September  5, 2019  8:00 AM ET"
https://seekingalpha.com/article/4289873-signet-jewelers-limited-sig-ceo-gina-drosos-q2-2020-results-earnings-call-transcript?part=single,SIG,Signet Jewelers Limited (NYSE:,")  Q2 2020 Results Earnings Conference Call  September  5, 2019  8:30 AM ET"
https://seekingalpha.com/article/4289889-meredith-corporation-mdp-ceo-tom-harty-q4-2019-results-earnings-call-transcript?part=single,MDP,"Start Time: 08:30 January  1, 0000  9:15 AM ET",Meredith Corporation (NYSE:
https://seekingalpha.com/article/4289890-medtronic-plc-mdt-presents-wells-fargo-securities-healthcare-conference-call-transcript?part=single,MDT,Medtronic PLC (NYSE:,") Wells Fargo Securities Healthcare Conference September  5, 2019  8:00 AM ET"
https://seekingalpha.com/article/4289897-lands-end-inc-le-ceo-jerome-griffith-q2-2019-results-earnings-call-transcript?part=single,LE,Lands' End Inc. (NASDAQ:,") Q2 2019 Earnings Conference Call September  5, 2019  8:30 AM ET"
https://seekingalpha.com/article/4294968-aehr-test-systems-aehr-ceo-gayn-erickson-q1-2020-results-earnings-call-transcript?part=single,AEHR,Aehr Test Systems (NASDAQ:,") Q1 2020 Earnings Conference Call October  3, 2019  5:00 PM ET"
https://seekingalpha.com/article/4294269-natuzzi-s-p-ntz-ceo-pasquale-natuzzi-q2-2019-results-earnings-call-transcript?part=single,NTZ,Natuzzi S.p.A. (NYSE:,") Q2 2019 Results Earnings Conference Call September 30, 2019 10:00 AM ET"
https://seekingalpha.com/article/4294430-mccormick-and-company-incorporated-mkc-ceo-lawrence-kurzius-q3-2019-results-earnings-call?part=single,MKC,"McCormick & Company, Incorporated (NYSE:",") Q3 2019 Results Conference Call October  1, 2019  9:00 AM ET"
https://seekingalpha.com/article/4294485-stitch-fix-inc-sfix-ceo-katrina-lake-q4-2019-results-earnings-call-transcript?part=single,SFIX,"Stitch Fix, Inc. (NASDAQ:",") Q4 2019 Earnings Conference Call October  1, 2019  5:00 PM ET"
https://seekingalpha.com/article/4294490-united-natural-foods-inc-unfi-ceo-steve-spinner-q4-2019-results-earnings-call-transcript?part=single,UNFI,"United Natural Foods, Inc. (NYSE:",") Q4 2019 Earnings Conference Call October  1, 2019  5:00 PM ET"
https://seekingalpha.com/article/4293474-dynatronics-corp-dynt-ceo-brian-baker-q4-2019-results-earnings-call-transcript?part=single,DYNT,Dynatronics Corp. (NASDAQ:,") Q4 2019 Earnings Conference Call September 25, 2019  8:30 AM ET"
https://seekingalpha.com/article/4293506-agf-management-limited-agfmf-ceo-kevin-mccreadie-q3-2019-earnings-call-transcript?part=single,OTCPK:AGFMF,AGF Management Limited (,") Q3 2019 Results Earnings Conference Call September 25, 2019 11:00 AM ET"
https://seekingalpha.com/article/4293518-endava-plc-dava-ceo-john-cotterell-q4-2019-results-earnings-call-transcript?part=single,DAVA,Endava plc. (NYSE:,") Q4 2019 Results Earnings Conference Call September 25, 2019  8:00 AM ET"
https://seekingalpha.com/article/4293531-bank-montreal-bmo-management-presents-cibc-eastern-institutional-investor-conference?part=single,BMO,Bank of Montreal (NYSE:,") CIBC Eastern Institutional Investor Conference Call September 25, 2019 11:10 AM ET"
https://seekingalpha.com/article/4293559-worthington-industries-inc-wor-ceo-john-mcconnell-q1-2020-earnings-call-transcript?part=single,WOR,"Worthington Industries, Inc. (NYSE:",") Q1 2020 Results Earnings Conference Call September 25, 2019  2:00 PM ET"
https://seekingalpha.com/article/4293583-aar-corp-air-ceo-john-holmes-q1-2020-results-earnings-call-transcript?part=single,AIR,AAR Corp. (NYSE:,") Q1 2020 Results Conference Call September 25, 2019  4:45 AM ET"
https://seekingalpha.com/article/4293587-kb-home-kbh-ceo-jeff-mezger-q3-2019-earnings-call-transcript?part=single,KBH,KB Home (NYSE:,") Q3 2019 Results Earnings Conference Call September 25, 2019  5:00 PM ET"
https://seekingalpha.com/article/4293614-best-buy-co-inc-bby-ceo-corie-barry-hosts-investor-update-meeting-conference-transcript?part=single,BBY,"Best Buy Co., Inc. (NYSE:",") Investor Update Meeting Call September 25, 2019 10:00 AM ET"
https://seekingalpha.com/article/4293700-accenture-plc-acn-ceo-julie-sweet-fiscal-q4-2019-results-earnings-call-transcript?part=single,ACN,Accenture plc (NYSE:,") Q4 2019 Results Earnings Conference Call September 26, 2019  8:00 AM ET"
https://seekingalpha.com/article/4293710-chf-solutions-inc-chfs-sponsored-call-md-panel-results-aquadex-flexflow-pediatric-patients?part=single,CHFS,"CHF Solutions, Inc. (NASDAQ:",") Investor Update Conference Call September 25, 2019  1:00 PM ET"
https://seekingalpha.com/article/4293740-actuant-corporation-atu-ceo-randy-baker-q4-2019-results-earnings-call-transcript?part=single,ATU,Actuant Corporation (NYSE:,") Q4 2019 Earnings Conference Call September 26, 2019 11:00 AM ET"
https://seekingalpha.com/article/4293741-nio-inc-nio-ceo-william-li-q2-2019-results-earnings-call-transcript?part=single,"NIO,[Author ID1: at Thu Sep 26 11:28:00 2019,[Author ID1: at Thu Sep 26 11:28:00 2019,[Author ID1: at Thu Sep 26 11:28:00 2019,[Author ID1: at Thu Sep 26 11:30:00 2019,[Author ID1: at Thu Sep 26 11:30:00 2019",NIO Inc. (NYSE:,") Q2 2019 Results Conference Call September 25, 2019  8:00 AM ET"
https://seekingalpha.com/article/4293756-h-b-fuller-company-ful-ceo-jim-owens-q3-2019-earnings-call-transcript?part=single,FUL,H.B. Fuller Company (NYSE:,") Q3 2019 Earnings Conference Call September 26, 2019 10:30 AM ET"
https://seekingalpha.com/article/4293830-progress-software-corporation-prgs-ceo-yogesh-gupta-q3-2019-results-earnings-call-transcript?part=single,PRGS,Progress Software Corporation (NASDAQ:,") Q3 2019 Results Conference Call September 26, 2019  5:00 PM ET"
https://seekingalpha.com/article/4293833-aytu-bioscience-inc-aytu-ceo-josh-disbrow-q4-2019-results-earnings-call-transcript?part=single,AYTU,"Aytu BioScience, Inc. (NASDAQ:",") Q4 2019 Earnings Conference Call September 26, 2019  4:30 PM ET"
https://seekingalpha.com/article/4293835-calamp-corp-camp-ceo-michael-burdiek-q2-2020-results-earnings-call-transcript?part=single,CAMP,CalAmp Corp. (NASDAQ:,") Q2 2020 Results Earnings Conference Call September 26, 2019  4:30 PM ET"
https://seekingalpha.com/article/4293837-ulta-beauty-inc-ulta-management-presents-wells-fargo-consumer-conference-and-beauty-forum?part=single,ULTA,Ulta Beauty Inc. (NASDAQ:,") Wells Fargo Consumer Conference & Beauty Forum Conference September 26, 2019  4:40 PM ET"
https://seekingalpha.com/article/4293841-applied-genetic-technologies-corporation-agtc-ceo-sue-washer-q4-2019-results-earnings-call?part=single,AGTC,Applied Genetic Technologies Corporation (NASDAQ:,")  Q4 2019 Earnings Conference Call  September 26, 2019  4:30 PM ET"
https://seekingalpha.com/article/4293959-net-1-ueps-technologies-inc-ueps-ceo-herman-kotze-q4-2019-results-earnings-call-transcript?part=single,UEPS,"Net 1 UEPS Technologies, Inc. (NASDAQ:",") Q4 2019 Earnings Conference Call September 27, 2019  8:00 AM ET"
https://seekingalpha.com/article/4294615-lamb-weston-holdings-inc-lw-ceo-tom-werner-q1-2020-results-earnings-call-transcript?part=single,LW,"Lamb Weston Holdings, Inc. (NYSE:",") Q1 2020 Earnings Conference Call October  2, 2019 10:00 AM ET"
https://seekingalpha.com/article/4294620-ford-motor-company-f-q3-2019-us-sales-call-transcript?part=single,F,Ford Motor Company (NYSE:,") Q3 2019 US Sales Conference Call October  2, 2019 10:00 AM ET"
https://seekingalpha.com/article/4294637-rpm-international-inc-rpm-ceo-frank-sullivan-q1-2020-results-earnings-call-transcript?part=single,RPM,RPM International Inc. (NYSE:,") Q1 2020 Earnings Conference Call October  2, 2019 10:00 AM ET"
https://seekingalpha.com/article/4294647-landec-corporation-lndc-ceo-albert-bolles-q1-2020-earnings-call-transcript?part=single,LNDC,Landec Corporation (NASDAQ:,") Q1 2020 Results Earnings Conference Call October  2, 2019 11:00 AM ET"
https://seekingalpha.com/article/4294651-eli-lilly-companys-lly-management-presents-lilly-oncology-update-esmo-2019-conference?part=single,LLY,Eli Lilly and Company (NYSE:,")  Goldman Sachs 40th Annual Global Helathcare Conference  October  2, 2019  9:00 AM ET"
https://seekingalpha.com/article/4294678-acuity-brands-inc-ayi-ceo-vern-nagel-q4-2019-results-earnings-call-transcript?part=single,AYI,"Acuity Brands, Inc. (NYSE:",") Q4 2019 Earnings Conference Call October  2, 2019 10:00 AM ET"
https://seekingalpha.com/article/4294683-novagold-resources-inc-s-ng-ceo-greg-lang-q3-2019-results-earnings-call-transcript?part=single,NG,NovaGold Resources Inc. (NYSEMKT:,") Q3 2019 Results Earnings Conference Call October  2, 2019 11:00 AM ET"
https://seekingalpha.com/article/4294702-paychex-inc-payx-ceo-martin-mucci-q1-2020-results-earnings-call-transcript?part=single,PAYX,"Paychex, Inc. (NASDAQ:",") Q1 2020 Earnings Conference Call October  2, 2019  9:30 AM ET"
https://seekingalpha.com/article/4294703-acadia-pharmaceuticals-inc-acad-management-presents-2019-cantor-global-healthcare-conference?part=single,ACAD,"ACADIA Pharmaceuticals, Inc. (NASDAQ:",") 2019 Cantor Global Healthcare Conference October  2, 2019  3:00 PM ET"
https://seekingalpha.com/article/4294714-bed-bath-and-beyond-inc-bbby-ceo-mary-winston-q2-2019-results-earnings-call-transcript?part=single,BBBY,Bed Bath & Beyond Inc. (NASDAQ:,") Q2 2019 Earnings Conference Call October  2, 2019  5:00 PM ET"
https://seekingalpha.com/article/4294716-amyris-inc-amrs-ceo-john-melo-q2-2019-results-earnings-call-transcript?part=single,AMRS,"Amyris, Inc. (NASDAQ:",") Q2 2019 Earnings Conference Call October  2, 2019  4:30 PM ET"
https://seekingalpha.com/article/4294846-angiodynamics-inc-ango-ceo-jim-clemmer-q1-2020-results-earnings-call-transcript?part=single,ANGO,"AngioDynamics, Inc. (NASDAQ:",") Q1 2020 Results Conference Call October  3, 2019  8:00 AM ET"
https://seekingalpha.com/article/4294853-stolt-nielsen-soief-ceo-niels-stolt-nielsen-q3-2019-results-earnings-call-transcript?part=single,OTCPK:SOIEF,Stolt-Nielsen Limited (,") Q3 2019 Earnings Conference Call October  3, 2019  9:00 AM ET"
https://seekingalpha.com/article/4294866-pepsico-inc-pep-ceo-ramon-laguarta-q3-2019-results-earnings-call-transcript?part=single,PEP,"PepsiCo, Inc. (NASDAQ:",") Q3 2019 Earnings Conference Call October  3, 2019  7:45 AM ET"
https://seekingalpha.com/article/4294954-arena-pharmaceuticals-inc-arna-ceo-amit-munshi-presents-2019-cantor-global-healthcare?part=single,ARNA,"Arena Pharmaceuticals, Inc. (NASDAQ:",") 2019 Cantor Global Healthcare Conference October  2, 2019  3:00 PM ET"
https://seekingalpha.com/article/4294956-richelieu-hardware-ltd-rhuhf-ceo-richard-lord-q3-2019-results-earnings-call-transcript?part=single,OTC:RHUHF,Richelieu Hardware Ltd. (,") Q3 2019 Results Earnings Conference Call October  3, 2019  2:30 PM ET"
https://seekingalpha.com/article/4294963-ascena-retail-group-inc-asna-ceo-gary-muto-q4-2019-results-earnings-call-transcript?part=single,ASNA,"Ascena Retail Group, Inc. (NASDAQ:",") Q4 2019 Earnings Conference Call October  3, 2019  4:30 PM ET"
